"","Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
"2243",492,"Devil's Canyon Brewery","Belmont"," CA","Full Boar Scotch Ale",647,0.074,12,"Scotch Ale / Wee Heavy",16
"2244",492,"Devil's Canyon Brewery","Belmont"," CA","California Sunshine Rye IPA",730,0.071,85,"American IPA",16
"2247",494,"Broken Tooth Brewing Company","Anchorage"," AK","Polar Pale Ale",920,0.052,17,"American Pale Ale (APA)",12
"2248",494,"Broken Tooth Brewing Company","Anchorage"," AK","Northern Lights Amber Ale",921,0.05,15,"American Amber / Red Ale",12
"2249",494,"Broken Tooth Brewing Company","Anchorage"," AK","Fairweather IPA",648,0.061,64,"American IPA",12
"2250",495,"Seven Brides Brewery","Silverton"," OR","Becky's Black Cat Porter",917,0.07,55,"American Porter",16
"2251",495,"Seven Brides Brewery","Silverton"," OR","Frankenlou's IPA",918,0.07,105,"American IPA",16
"2255",497,"Dry Dock Brewing Company","Aurora"," CO","Apricot Blonde",880,0.051,17,"Fruit / Vegetable Beer",12
"2256",497,"Dry Dock Brewing Company","Aurora"," CO","Hop Abomination",881,0.066,100,"American IPA",12
"2257",497,"Dry Dock Brewing Company","Aurora"," CO","Dry Dock Hefeweizen",872,0.043,12,"Hefeweizen",12
"2258",497,"Dry Dock Brewing Company","Aurora"," CO","Dry Dock Amber Ale",871,0.058,49,"American Amber / Red Ale",12
"2263",499,"Sprecher Brewing Company","Glendale"," WI","Special Amber",445,0.05,22,"Vienna Lager",12
"2264",499,"Sprecher Brewing Company","Glendale"," WI","Special Amber",855,0.05,22,"Vienna Lager",12
"2269",501,"High Noon Saloon And Brewery","Leavenworth"," KS","Tonganoxie Honey Wheat",824,0.044,22,"American Pale Wheat Ale",12
"2273",504,"Oskar Blues Brewery","Lyons"," CO","Gordon (2005)",805,0.092,85,"American Double / Imperial IPA",12
"2275",504,"Oskar Blues Brewery","Lyons"," CO","Dale's Pale Ale (2002)",741,0.065,65,"American Pale Ale (APA)",12
"2276",504,"Oskar Blues Brewery","Lyons"," CO","Gordon Beer (2006)",733,0.087,60,"American Double / Imperial IPA",12
"2277",504,"Oskar Blues Brewery","Lyons"," CO","Ten Fidy Imperial Stout (2008)",804,0.095,98,"Russian Imperial Stout",12
"2278",504,"Oskar Blues Brewery","Lyons"," CO","Old Chub (2003)",785,0.08,35,"Scottish Ale",12
"2279",504,"Oskar Blues Brewery","Lyons"," CO","Dale's Pale Ale (2006)",744,0.065,65,"American Pale Ale (APA)",12
"2280",504,"Oskar Blues Brewery","Lyons"," CO","Dale's Pale Ale (2008)",745,0.065,65,"American Pale Ale (APA)",12
"2281",504,"Oskar Blues Brewery","Lyons"," CO","Old Chub (2008)",787,0.08,35,"Scottish Ale",12
"2282",504,"Oskar Blues Brewery","Lyons"," CO","Dale's Pale Ale (2003)",742,0.065,65,"American Pale Ale (APA)",12
"2283",504,"Oskar Blues Brewery","Lyons"," CO","Dale's Pale Ale (2004)",743,0.065,65,"American Pale Ale (APA)",12
"2284",504,"Oskar Blues Brewery","Lyons"," CO","Old Chub (2004)",786,0.08,35,"Scottish Ale",12
"2285",504,"Oskar Blues Brewery","Lyons"," CO","Ten Fidy Imperial Stout (2007)",803,0.099,98,"Russian Imperial Stout",12
"2289",506,"Krebs Brewing Company (Pete's Pl...","Krebs"," OK","Choc Beer (2003)",781,0.04,9,"American Dark Wheat Ale",12
"2297",510,"Wingman Brewers","Tacoma"," WA","P-51 Porter",761,0.08,31,"American Porter",16
"2298",510,"Wingman Brewers","Tacoma"," WA","Ace IPA",762,0.074,83,"American IPA",16
"2299",511,"Kettle House Brewing Company","Missoula"," MT","Cold Smoke Scotch Ale",85,0.065,11,"Scotch Ale / Wee Heavy",16
"2300",511,"Kettle House Brewing Company","Missoula"," MT","Eddy Out Pale Ale",87,0.055,50,"American Pale Ale (APA)",16
"2301",511,"Kettle House Brewing Company","Missoula"," MT","Cold Smoke Scotch Ale (2007)",760,0.065,11,"Scotch Ale / Wee Heavy",16
"2302",511,"Kettle House Brewing Company","Missoula"," MT","Double Haul IPA",86,0.065,65,"American IPA",16
"2303",511,"Kettle House Brewing Company","Missoula"," MT","Double Haul IPA (2009)",759,0.065,65,"American IPA",16
"2304",511,"Kettle House Brewing Company","Missoula"," MT","Double Haul IPA (2006)",758,0.065,65,"American IPA",16
"2311",516,"Crabtree Brewing Company","Greeley"," CO","Eclipse Black IPA",556,0.077,71,"American Black Ale",16
"2313",516,"Crabtree Brewing Company","Greeley"," CO","Crabtree Oatmeal Stout",659,0.075,29,"Oatmeal Stout",16
"2314",517,"Emerald City Beer Company","Seattle"," WA","Dottie Seattle Lager",673,0.049,25,"American Amber / Red Lager",16
"2315",518,"Butcher's Brewing","Carlsbad"," CA","Mucho Aloha Hawaiian Pale Ale",668,0.056,36,"American Pale Ale (APA)",12
"2318",520,"Big River Brewing Company","Chattanooga"," TN","Big River Pilsner",643,0.05,32,"Czech Pilsener",12
"2319",520,"Big River Brewing Company","Chattanooga"," TN","House Brand IPA",632,0.06,55,"American IPA",12
"2320",521,"Twisted Pine Brewing Company","Boulder"," CO","Hoppy Boy",641,0.062,65,"American IPA",16
"2321",522,"Flying Dog Brewery","Frederick"," MD","Snake Dog IPA",608,0.071,60,"American IPA",12
"2322",522,"Flying Dog Brewery","Frederick"," MD","Underdog Atlantic Lager",607,0.047,28,"American Pale Lager",12
"2328",524,"Aspen Brewing Company","Aspen"," CO","Independence Pass Ale",596,0.07,67,"American IPA",12
"2329",524,"Aspen Brewing Company","Aspen"," CO","This Season's Blonde",597,0.056,27,"American Blonde Ale",12
"2334",526,"Bomb Beer Company","New York"," NY","Bomb Lager (Old Recipe)",513,0.045,27,"Munich Helles Lager",12
"2335",527,"Churchkey Can Company","Seattle"," WA","Churchkey Pilsner Style Beer",567,0.049,29,"American Pilsner",12
"2336",528,"Intuition Ale Works","Jacksonville"," FL","I-10 IPA",558,0.068,55,"American IPA",12
"2337",528,"Intuition Ale Works","Jacksonville"," FL","Jon Boat Coastal Ale",559,0.045,20,"American Blonde Ale",12
"2338",528,"Intuition Ale Works","Jacksonville"," FL","People's Pale Ale",553,0.053,28,"American Pale Ale (APA)",12
"2339",529,"Asheville Brewing Company","Asheville"," NC","Shiva IPA",428,0.06,69,"American IPA",12
"2340",529,"Asheville Brewing Company","Asheville"," NC","Ninja Porter",429,0.053,26,"American Porter",12
"2341",529,"Asheville Brewing Company","Asheville"," NC","Rocket Girl",550,0.032,27,"Kölsch",12
"2346",531,"Buckbean Brewing Company","Reno"," NV","Original Orange Blossom Ale (Current)",27,0.058,35,"Herbed / Spiced Beer",16
"2347",531,"Buckbean Brewing Company","Reno"," NV","Tule Duck Red Ale (Current)",28,0.062,42,"American Amber / Red Ale",16
"2348",531,"Buckbean Brewing Company","Reno"," NV","Black Noddy Lager (Current)",26,0.052,40,"Schwarzbier",16
"2350",531,"Buckbean Brewing Company","Reno"," NV","Black Adder IBA (Current)",383,0.073,85,"American Black Ale",16
"2358",534,"Abita Brewing Company","Abita Springs"," LA","Abita Amber",514,0.045,17,"American Amber / Red Lager",12
"2359",534,"Abita Brewing Company","Abita Springs"," LA","Jockamo IPA",516,0.065,52,"American IPA",12
"2360",534,"Abita Brewing Company","Abita Springs"," LA","Purple Haze",515,0.042,13,"Fruit / Vegetable Beer",12
"2376",539,"Dundee Brewing Company","Rochester"," NY","Dundee Summer Wheat Beer",457,0.045,18,"American Pale Wheat Ale",12
"2377",540,"Twin Lakes Brewing Company","Greenville"," DE","Greenville Pale Ale",433,0.055,52,"American Pale Ale (APA)",12
"2380",542,"Arcadia Brewing Company","Battle Creek"," MI","Whitsun",390,0.062,17,"American Pale Wheat Ale",12
"2381",542,"Arcadia Brewing Company","Battle Creek"," MI","Sky High Rye",413,0.06,55,"American Pale Ale (APA)",12
"2384",544,"Great Northern Brewing Company","Whitefish"," MT","Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,15,"American Pale Lager",24
"2385",544,"Great Northern Brewing Company","Whitefish"," MT","Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,15,"American Pale Lager",12
"2386",545,"Pyramid Breweries","Seattle"," WA","Haywire Hefeweizen (2010)",82,0.052,18,"Hefeweizen",16
"2387",545,"Pyramid Breweries","Seattle"," WA","Pyramid Hefeweizen (2011)",399,0.052,18,"Hefeweizen",12
"2388",546,"Lancaster Brewing Company","Lancaster"," PA","Rumspringa Golden Bock",392,0.066,30,"Maibock / Helles Bock",12
"2389",546,"Lancaster Brewing Company","Lancaster"," PA","Lancaster German Style Kölsch",195,0.048,28,"Kölsch",12
"2390",547,"Upstate Brewing Company","Elmira"," NY","Upstate I.P.W.",381,0.065,70,"American IPA",12
"2391",547,"Upstate Brewing Company","Elmira"," NY","Common Sense Kentucky Common Ale",382,0.053,22,"American Brown Ale",16
